uniqueid,bank_account
uniqueid_10961 x Rwanda,No
uniqueid_10962 x Rwanda,No
uniqueid_10963 x Rwanda,No
uniqueid_10964 x Rwanda,No
uniqueid_10965 x Rwanda,No
uniqueid_10966 x Rwanda,No
uniqueid_10967 x Rwanda,No
uniqueid_10968 x Rwanda,No
uniqueid_10969 x Rwanda,No
uniqueid_10970 x Rwanda,No
uniqueid_10971 x Rwanda,No
uniqueid_10972 x Rwanda,No
uniqueid_10973 x Rwanda,No
uniqueid_10974 x Rwanda,No
uniqueid_10975 x Rwanda,No
uniqueid_10976 x Rwanda,No
uniqueid_10977 x Rwanda,No
uniqueid_10978 x Rwanda,No
uniqueid_10979 x Rwanda,No
uniqueid_10980 x Rwanda,No
uniqueid_10981 x Rwanda,No
uniqueid_10982 x Rwanda,No
uniqueid_10983 x Rwanda,No
uniqueid_10984 x Rwanda,No
uniqueid_10985 x Rwanda,No
uniqueid_10986 x Rwanda,No
uniqueid_10987 x Rwanda,No
uniqueid_10988 x Rwanda,No
uniqueid_10989 x Rwanda,No
uniqueid_10990 x Rwanda,No
uniqueid_10991 x Rwanda,No
uniqueid_10992 x Rwanda,No
uniqueid_10993 x Rwanda,No
uniqueid_10994 x Rwanda,No
uniqueid_10995 x Rwanda,No
uniqueid_10996 x Rwanda,No
uniqueid_10997 x Rwanda,No
uniqueid_10998 x Rwanda,No
uniqueid_10999 x Rwanda,No
uniqueid_11000 x Rwanda,No
uniqueid_11001 x Rwanda,No
uniqueid_11002 x Rwanda,No
uniqueid_11003 x Rwanda,No
uniqueid_11004 x Rwanda,No
uniqueid_11005 x Rwanda,No
uniqueid_11006 x Rwanda,No
uniqueid_11007 x Rwanda,No
uniqueid_11008 x Rwanda,No
uniqueid_11009 x Rwanda,No
uniqueid_11010 x Rwanda,No
uniqueid_11011 x Rwanda,No
uniqueid_11012 x Rwanda,No
uniqueid_11013 x Rwanda,No
uniqueid_11014 x Rwanda,No
uniqueid_11015 x Rwanda,No
uniqueid_11016 x Rwanda,No
uniqueid_11017 x Rwanda,No
uniqueid_11018 x Rwanda,No
uniqueid_11019 x Rwanda,No
uniqueid_11020 x Rwanda,No
uniqueid_11021 x Rwanda,No
uniqueid_11022 x Rwanda,Yes
uniqueid_11023 x Rwanda,No
uniqueid_11024 x Rwanda,No
uniqueid_11025 x Rwanda,No
uniqueid_11026 x Rwanda,No
uniqueid_11027 x Rwanda,No
uniqueid_11028 x Rwanda,No
uniqueid_11029 x Rwanda,No
uniqueid_11030 x Rwanda,No
uniqueid_11031 x Rwanda,No
uniqueid_11032 x Rwanda,No
uniqueid_11033 x Rwanda,No
uniqueid_11034 x Rwanda,No
uniqueid_11035 x Rwanda,No
uniqueid_11036 x Rwanda,No
uniqueid_11037 x Rwanda,No
uniqueid_11038 x Rwanda,No
uniqueid_11039 x Rwanda,No
uniqueid_11040 x Rwanda,No
uniqueid_11041 x Rwanda,No
uniqueid_11042 x Rwanda,No
uniqueid_11043 x Rwanda,No
uniqueid_11044 x Rwanda,No
uniqueid_11045 x Rwanda,No
uniqueid_11046 x Rwanda,No
uniqueid_11047 x Rwanda,No
uniqueid_11048 x Rwanda,No
uniqueid_11049 x Rwanda,No
uniqueid_11050 x Rwanda,No
uniqueid_11051 x Rwanda,No
uniqueid_11052 x Rwanda,No
uniqueid_11053 x Rwanda,No
uniqueid_11054 x Rwanda,No
uniqueid_11055 x Rwanda,No
uniqueid_11056 x Rwanda,No
uniqueid_11057 x Rwanda,No
uniqueid_11058 x Rwanda,No
uniqueid_11059 x Rwanda,No
uniqueid_11060 x Rwanda,No
uniqueid_11061 x Rwanda,No
uniqueid_11062 x Rwanda,No
uniqueid_11063 x Rwanda,Yes
uniqueid_11064 x Rwanda,No
uniqueid_11065 x Rwanda,No
uniqueid_11066 x Rwanda,No
uniqueid_11067 x Rwanda,No
uniqueid_11068 x Rwanda,No
uniqueid_11069 x Rwanda,No
uniqueid_11070 x Rwanda,No
uniqueid_11071 x Rwanda,No
uniqueid_11072 x Rwanda,No
uniqueid_11073 x Rwanda,No
uniqueid_11074 x Rwanda,No
uniqueid_11075 x Rwanda,No
uniqueid_11076 x Rwanda,No
uniqueid_11077 x Rwanda,No
uniqueid_11078 x Rwanda,No
uniqueid_11079 x Rwanda,No
uniqueid_11080 x Rwanda,No
uniqueid_11081 x Rwanda,No
uniqueid_11082 x Rwanda,No
uniqueid_11083 x Rwanda,No
uniqueid_11084 x Rwanda,No
uniqueid_11085 x Rwanda,No
uniqueid_11086 x Rwanda,No
uniqueid_11087 x Rwanda,No
uniqueid_11088 x Rwanda,No
uniqueid_11089 x Rwanda,No
uniqueid_11090 x Rwanda,No
uniqueid_11091 x Rwanda,No
uniqueid_11092 x Rwanda,No
uniqueid_11093 x Rwanda,No
uniqueid_11094 x Rwanda,No
uniqueid_11095 x Rwanda,No
uniqueid_11096 x Rwanda,Yes
uniqueid_11097 x Rwanda,No
uniqueid_11098 x Rwanda,Yes
uniqueid_11099 x Rwanda,No
uniqueid_11100 x Rwanda,No
uniqueid_11101 x Rwanda,No
uniqueid_11102 x Rwanda,No
uniqueid_11103 x Rwanda,No
uniqueid_11104 x Rwanda,No
uniqueid_11105 x Rwanda,No
uniqueid_11106 x Rwanda,No
uniqueid_11107 x Rwanda,No
uniqueid_11108 x Rwanda,No
uniqueid_11109 x Rwanda,No
uniqueid_11110 x Rwanda,No
uniqueid_11111 x Rwanda,No
uniqueid_11112 x Rwanda,No
uniqueid_11113 x Rwanda,No
uniqueid_11114 x Rwanda,No
uniqueid_11115 x Rwanda,No
uniqueid_11116 x Rwanda,No
uniqueid_11117 x Rwanda,No
uniqueid_11118 x Rwanda,No
uniqueid_11119 x Rwanda,No
uniqueid_11120 x Rwanda,No
uniqueid_11121 x Rwanda,No
uniqueid_11122 x Rwanda,No
uniqueid_11123 x Rwanda,No
uniqueid_11124 x Rwanda,No
uniqueid_11125 x Rwanda,No
uniqueid_11126 x Rwanda,No
uniqueid_11127 x Rwanda,No
uniqueid_11128 x Rwanda,No
uniqueid_11129 x Rwanda,No
uniqueid_11130 x Rwanda,No
uniqueid_11131 x Rwanda,No
uniqueid_11132 x Rwanda,No
uniqueid_11133 x Rwanda,No
uniqueid_11134 x Rwanda,No
uniqueid_11135 x Rwanda,No
uniqueid_11136 x Rwanda,No
uniqueid_11137 x Rwanda,No
uniqueid_11138 x Rwanda,No
uniqueid_11139 x Rwanda,No
uniqueid_11140 x Rwanda,No
uniqueid_11141 x Rwanda,No
uniqueid_11142 x Rwanda,No
uniqueid_11143 x Rwanda,No
uniqueid_11144 x Rwanda,No
uniqueid_11145 x Rwanda,No
uniqueid_11146 x Rwanda,No
uniqueid_11147 x Rwanda,No
uniqueid_11148 x Rwanda,No
uniqueid_11149 x Rwanda,No
uniqueid_11150 x Rwanda,No
uniqueid_11151 x Rwanda,No
uniqueid_11152 x Rwanda,No
uniqueid_11153 x Rwanda,No
uniqueid_11154 x Rwanda,No
uniqueid_11155 x Rwanda,No
uniqueid_11156 x Rwanda,No
uniqueid_11157 x Rwanda,No
uniqueid_11158 x Rwanda,No
uniqueid_11159 x Rwanda,No
uniqueid_11160 x Rwanda,No
uniqueid_11161 x Rwanda,No
uniqueid_11162 x Rwanda,No
uniqueid_11163 x Rwanda,No
uniqueid_11164 x Rwanda,No
uniqueid_11165 x Rwanda,No
uniqueid_11166 x Rwanda,No
uniqueid_11167 x Rwanda,No
uniqueid_11168 x Rwanda,No
uniqueid_11169 x Rwanda,No
uniqueid_11170 x Rwanda,No
uniqueid_11171 x Rwanda,No
uniqueid_11172 x Rwanda,No
uniqueid_11173 x Rwanda,No
uniqueid_11174 x Rwanda,No
uniqueid_11175 x Rwanda,No
uniqueid_11176 x Rwanda,No
uniqueid_11177 x Rwanda,No
uniqueid_11178 x Rwanda,No
uniqueid_11179 x Rwanda,No
uniqueid_11180 x Rwanda,No
uniqueid_11181 x Rwanda,No
uniqueid_11182 x Rwanda,No
uniqueid_11183 x Rwanda,No
uniqueid_11184 x Rwanda,No
uniqueid_11185 x Rwanda,No
uniqueid_11186 x Rwanda,No
uniqueid_11187 x Rwanda,No
uniqueid_11188 x Rwanda,No
uniqueid_11189 x Rwanda,No
uniqueid_11190 x Rwanda,No
uniqueid_11191 x Rwanda,No
uniqueid_11192 x Rwanda,Yes
uniqueid_11193 x Rwanda,No
uniqueid_11194 x Rwanda,No
uniqueid_11195 x Rwanda,No
uniqueid_11196 x Rwanda,No
uniqueid_11197 x Rwanda,No
uniqueid_11198 x Rwanda,No
uniqueid_11199 x Rwanda,No
uniqueid_11200 x Rwanda,No
uniqueid_11201 x Rwanda,No
uniqueid_11202 x Rwanda,No
uniqueid_11203 x Rwanda,No
uniqueid_11204 x Rwanda,No
uniqueid_11205 x Rwanda,No
uniqueid_11206 x Rwanda,No
uniqueid_11207 x Rwanda,No
uniqueid_11208 x Rwanda,No
uniqueid_11209 x Rwanda,No
uniqueid_11210 x Rwanda,No
uniqueid_11211 x Rwanda,No
uniqueid_11212 x Rwanda,No
uniqueid_11213 x Rwanda,No
uniqueid_11214 x Rwanda,No
uniqueid_11215 x Rwanda,No
uniqueid_11216 x Rwanda,No
uniqueid_11217 x Rwanda,No
uniqueid_11218 x Rwanda,No
uniqueid_11219 x Rwanda,No
uniqueid_11220 x Rwanda,No
uniqueid_11221 x Rwanda,No
uniqueid_11222 x Rwanda,No
uniqueid_11223 x Rwanda,No
uniqueid_11224 x Rwanda,No
uniqueid_11225 x Rwanda,No
uniqueid_11226 x Rwanda,No
uniqueid_11227 x Rwanda,No
uniqueid_11228 x Rwanda,No
uniqueid_11229 x Rwanda,Yes
uniqueid_11230 x Rwanda,No
uniqueid_11231 x Rwanda,No
uniqueid_11232 x Rwanda,Yes
uniqueid_11233 x Rwanda,No
uniqueid_11234 x Rwanda,No
uniqueid_11235 x Rwanda,No
uniqueid_11236 x Rwanda,No
uniqueid_11237 x Rwanda,No
uniqueid_11238 x Rwanda,No
uniqueid_11239 x Rwanda,No
uniqueid_11240 x Rwanda,No
uniqueid_11241 x Rwanda,No
uniqueid_11242 x Rwanda,No
uniqueid_11243 x Rwanda,No
uniqueid_11244 x Rwanda,No
uniqueid_11245 x Rwanda,No
uniqueid_11246 x Rwanda,No
uniqueid_11247 x Rwanda,No
uniqueid_11248 x Rwanda,No
uniqueid_11249 x Rwanda,No
uniqueid_11250 x Rwanda,No
uniqueid_11251 x Rwanda,No
uniqueid_11252 x Rwanda,No
uniqueid_11253 x Rwanda,No
uniqueid_11254 x Rwanda,No
uniqueid_11255 x Rwanda,No
uniqueid_11256 x Rwanda,No
uniqueid_11257 x Rwanda,No
uniqueid_11258 x Rwanda,No
uniqueid_11259 x Rwanda,No
uniqueid_11260 x Rwanda,No
uniqueid_11261 x Rwanda,No
uniqueid_11262 x Rwanda,No
uniqueid_11263 x Rwanda,No
uniqueid_11264 x Rwanda,No
uniqueid_11265 x Rwanda,No
uniqueid_11266 x Rwanda,No
uniqueid_11267 x Rwanda,No
uniqueid_11268 x Rwanda,Yes
uniqueid_11269 x Rwanda,No
uniqueid_11270 x Rwanda,No
uniqueid_11271 x Rwanda,No
uniqueid_11272 x Rwanda,No
uniqueid_11273 x Rwanda,No
uniqueid_11274 x Rwanda,No
uniqueid_11275 x Rwanda,No
uniqueid_11276 x Rwanda,No
uniqueid_11277 x Rwanda,No
uniqueid_11278 x Rwanda,No
uniqueid_11279 x Rwanda,No
uniqueid_11280 x Rwanda,No
uniqueid_11281 x Rwanda,No
uniqueid_11282 x Rwanda,No
uniqueid_11283 x Rwanda,No
uniqueid_11284 x Rwanda,No
uniqueid_11285 x Rwanda,No
uniqueid_11286 x Rwanda,No
uniqueid_11287 x Rwanda,No
uniqueid_11288 x Rwanda,No
uniqueid_11289 x Rwanda,No
uniqueid_11290 x Rwanda,No
uniqueid_11291 x Rwanda,No
uniqueid_11292 x Rwanda,No
uniqueid_11293 x Rwanda,No
uniqueid_11294 x Rwanda,No
uniqueid_11295 x Rwanda,No
uniqueid_11296 x Rwanda,No
uniqueid_11297 x Rwanda,No
uniqueid_11298 x Rwanda,No
uniqueid_11299 x Rwanda,No
uniqueid_11300 x Rwanda,No
uniqueid_11301 x Rwanda,No
uniqueid_11302 x Rwanda,No
uniqueid_11303 x Rwanda,No
uniqueid_11304 x Rwanda,No
uniqueid_11305 x Rwanda,No
uniqueid_11306 x Rwanda,No
uniqueid_11307 x Rwanda,No
uniqueid_11308 x Rwanda,No
uniqueid_11309 x Rwanda,No
uniqueid_11310 x Rwanda,No
uniqueid_11311 x Rwanda,No
uniqueid_11312 x Rwanda,No
uniqueid_11313 x Rwanda,No
uniqueid_11314 x Rwanda,No
uniqueid_11315 x Rwanda,No
uniqueid_11316 x Rwanda,No
uniqueid_11317 x Rwanda,No
uniqueid_11318 x Rwanda,No
uniqueid_11319 x Rwanda,No
uniqueid_11320 x Rwanda,No
uniqueid_11321 x Rwanda,No
uniqueid_11322 x Rwanda,No
uniqueid_11323 x Rwanda,No
uniqueid_11324 x Rwanda,No
uniqueid_11325 x Rwanda,No
uniqueid_11326 x Rwanda,No
uniqueid_11327 x Rwanda,No
uniqueid_11328 x Rwanda,No
uniqueid_11329 x Rwanda,No
uniqueid_11330 x Rwanda,No
uniqueid_11331 x Rwanda,No
uniqueid_11332 x Rwanda,No
uniqueid_11333 x Rwanda,No
uniqueid_11334 x Rwanda,No
uniqueid_11335 x Rwanda,No
uniqueid_11336 x Rwanda,No
uniqueid_11337 x Rwanda,No
uniqueid_11338 x Rwanda,No
uniqueid_11339 x Rwanda,No
uniqueid_11340 x Rwanda,No
uniqueid_11341 x Rwanda,No
uniqueid_11342 x Rwanda,No
uniqueid_11343 x Rwanda,No
uniqueid_11344 x Rwanda,No
uniqueid_11345 x Rwanda,No
uniqueid_11346 x Rwanda,No
uniqueid_11347 x Rwanda,No
uniqueid_11348 x Rwanda,No
uniqueid_11349 x Rwanda,No
uniqueid_11350 x Rwanda,No
uniqueid_11351 x Rwanda,No
uniqueid_11352 x Rwanda,No
uniqueid_11353 x Rwanda,No
uniqueid_11354 x Rwanda,No
uniqueid_11355 x Rwanda,No
uniqueid_11356 x Rwanda,No
uniqueid_11357 x Rwanda,No
uniqueid_11358 x Rwanda,No
uniqueid_11359 x Rwanda,No
uniqueid_11360 x Rwanda,No
uniqueid_11361 x Rwanda,No
uniqueid_11362 x Rwanda,No
uniqueid_11363 x Rwanda,No
uniqueid_11364 x Rwanda,No
uniqueid_11365 x Rwanda,No
uniqueid_11366 x Rwanda,No
uniqueid_11367 x Rwanda,No
uniqueid_11368 x Rwanda,No
uniqueid_11369 x Rwanda,No
uniqueid_11370 x Rwanda,No
uniqueid_11371 x Rwanda,No
uniqueid_11372 x Rwanda,No
uniqueid_11373 x Rwanda,No
uniqueid_11374 x Rwanda,No
uniqueid_11375 x Rwanda,No
uniqueid_11376 x Rwanda,No
uniqueid_11377 x Rwanda,No
uniqueid_11378 x Rwanda,No
uniqueid_11379 x Rwanda,No
uniqueid_11380 x Rwanda,No
uniqueid_11381 x Rwanda,No
uniqueid_11382 x Rwanda,No
uniqueid_11383 x Rwanda,No
uniqueid_11384 x Rwanda,No
uniqueid_11385 x Rwanda,No
uniqueid_11386 x Rwanda,No
uniqueid_11387 x Rwanda,No
uniqueid_11388 x Rwanda,No
uniqueid_11389 x Rwanda,No
uniqueid_11390 x Rwanda,No
uniqueid_11391 x Rwanda,No
uniqueid_11392 x Rwanda,No
uniqueid_11393 x Rwanda,No
uniqueid_11394 x Rwanda,No
uniqueid_11395 x Rwanda,No
uniqueid_11396 x Rwanda,No
uniqueid_11397 x Rwanda,No
uniqueid_11398 x Rwanda,No
uniqueid_11399 x Rwanda,No
uniqueid_11400 x Rwanda,No
uniqueid_11401 x Rwanda,No
uniqueid_11402 x Rwanda,No
uniqueid_11403 x Rwanda,No
uniqueid_11404 x Rwanda,No
uniqueid_11405 x Rwanda,No
uniqueid_11406 x Rwanda,No
uniqueid_11407 x Rwanda,No
uniqueid_11408 x Rwanda,No
uniqueid_11409 x Rwanda,No
uniqueid_11410 x Rwanda,No
uniqueid_11411 x Rwanda,No
uniqueid_11412 x Rwanda,No
uniqueid_11413 x Rwanda,No
uniqueid_11414 x Rwanda,No
uniqueid_11415 x Rwanda,No
uniqueid_11416 x Rwanda,No
uniqueid_11417 x Rwanda,No
uniqueid_11418 x Rwanda,No
uniqueid_11419 x Rwanda,No
uniqueid_11420 x Rwanda,No
uniqueid_11421 x Rwanda,No
uniqueid_11422 x Rwanda,No
uniqueid_11423 x Rwanda,No
uniqueid_11424 x Rwanda,No
uniqueid_11425 x Rwanda,No
uniqueid_11426 x Rwanda,No
uniqueid_11427 x Rwanda,No
uniqueid_11428 x Rwanda,No
uniqueid_11429 x Rwanda,No
uniqueid_11430 x Rwanda,No
uniqueid_11431 x Rwanda,No
uniqueid_11432 x Rwanda,No
uniqueid_11433 x Rwanda,No
uniqueid_11434 x Rwanda,No
uniqueid_11435 x Rwanda,No
uniqueid_11436 x Rwanda,No
uniqueid_11437 x Rwanda,No
uniqueid_11438 x Rwanda,No
uniqueid_11439 x Rwanda,No
uniqueid_11440 x Rwanda,No
uniqueid_11441 x Rwanda,No
uniqueid_11442 x Rwanda,No
uniqueid_11443 x Rwanda,No
uniqueid_11444 x Rwanda,No
uniqueid_11445 x Rwanda,No
uniqueid_11446 x Rwanda,No
uniqueid_11447 x Rwanda,Yes
uniqueid_11448 x Rwanda,No
uniqueid_11449 x Rwanda,No
uniqueid_11450 x Rwanda,No
uniqueid_11451 x Rwanda,No
uniqueid_11452 x Rwanda,No
uniqueid_11453 x Rwanda,No
uniqueid_11454 x Rwanda,No
uniqueid_11455 x Rwanda,No
uniqueid_11456 x Rwanda,No
uniqueid_11457 x Rwanda,No
uniqueid_11458 x Rwanda,Yes
uniqueid_11459 x Rwanda,No
uniqueid_11460 x Rwanda,No
uniqueid_11461 x Rwanda,No
uniqueid_11462 x Rwanda,No
uniqueid_11463 x Rwanda,Yes
uniqueid_11464 x Rwanda,No
uniqueid_11465 x Rwanda,No
uniqueid_11466 x Rwanda,No
uniqueid_11467 x Rwanda,No
uniqueid_11468 x Rwanda,No
uniqueid_11469 x Rwanda,No
uniqueid_11470 x Rwanda,No
uniqueid_11471 x Rwanda,No
uniqueid_11472 x Rwanda,No
uniqueid_11473 x Rwanda,No
uniqueid_11474 x Rwanda,No
uniqueid_11475 x Rwanda,No
uniqueid_11476 x Rwanda,No
uniqueid_11477 x Rwanda,No
uniqueid_11478 x Rwanda,No
uniqueid_11479 x Rwanda,No
uniqueid_11480 x Rwanda,No
uniqueid_11481 x Rwanda,No
uniqueid_11482 x Rwanda,No
uniqueid_11483 x Rwanda,No
uniqueid_11484 x Rwanda,No
uniqueid_11485 x Rwanda,No
uniqueid_11486 x Rwanda,No
uniqueid_11487 x Rwanda,No
uniqueid_11488 x Rwanda,No
uniqueid_11489 x Rwanda,No
uniqueid_11490 x Rwanda,No
uniqueid_11491 x Rwanda,No
uniqueid_11492 x Rwanda,No
uniqueid_11493 x Rwanda,No
uniqueid_11494 x Rwanda,No
uniqueid_11495 x Rwanda,No
uniqueid_11496 x Rwanda,No
uniqueid_11497 x Rwanda,No
uniqueid_11498 x Rwanda,No
uniqueid_11499 x Rwanda,No
uniqueid_11500 x Rwanda,No
uniqueid_11501 x Rwanda,No
uniqueid_11502 x Rwanda,No
uniqueid_11503 x Rwanda,No
uniqueid_11504 x Rwanda,No
uniqueid_11505 x Rwanda,No
uniqueid_11506 x Rwanda,No
uniqueid_11507 x Rwanda,No
uniqueid_11508 x Rwanda,No
uniqueid_11509 x Rwanda,No
uniqueid_11510 x Rwanda,No
uniqueid_11511 x Rwanda,No
uniqueid_11512 x Rwanda,No
uniqueid_11513 x Rwanda,No
uniqueid_11514 x Rwanda,No
uniqueid_11515 x Rwanda,No
uniqueid_11516 x Rwanda,No
uniqueid_11517 x Rwanda,No
uniqueid_11518 x Rwanda,No
uniqueid_11519 x Rwanda,No
uniqueid_11520 x Rwanda,No
uniqueid_11521 x Rwanda,No
uniqueid_11522 x Rwanda,No
uniqueid_11523 x Rwanda,No
uniqueid_11524 x Rwanda,No
uniqueid_11525 x Rwanda,No
uniqueid_11526 x Rwanda,No
uniqueid_11527 x Rwanda,No
uniqueid_11528 x Rwanda,No
uniqueid_11529 x Rwanda,No
uniqueid_11530 x Rwanda,No
uniqueid_11531 x Rwanda,No
uniqueid_11532 x Rwanda,No
uniqueid_11533 x Rwanda,No
uniqueid_11534 x Rwanda,No
uniqueid_11535 x Rwanda,No
uniqueid_11536 x Rwanda,No
uniqueid_11537 x Rwanda,No
uniqueid_11538 x Rwanda,Yes
uniqueid_11539 x Rwanda,Yes
uniqueid_11540 x Rwanda,No
uniqueid_11541 x Rwanda,No
uniqueid_11542 x Rwanda,No
uniqueid_11543 x Rwanda,No
uniqueid_11544 x Rwanda,No
uniqueid_11545 x Rwanda,No
uniqueid_11546 x Rwanda,No
uniqueid_11547 x Rwanda,No
uniqueid_11548 x Rwanda,No
uniqueid_11549 x Rwanda,No
uniqueid_11550 x Rwanda,No
uniqueid_11551 x Rwanda,No
uniqueid_11552 x Rwanda,No
uniqueid_11553 x Rwanda,No
uniqueid_11554 x Rwanda,No
uniqueid_11555 x Rwanda,No
uniqueid_11556 x Rwanda,No
uniqueid_11557 x Rwanda,No
uniqueid_11558 x Rwanda,No
uniqueid_11559 x Rwanda,No
uniqueid_11560 x Rwanda,No
uniqueid_11561 x Rwanda,No
uniqueid_11562 x Rwanda,No
uniqueid_11563 x Rwanda,No
uniqueid_11564 x Rwanda,No
uniqueid_11565 x Rwanda,No
uniqueid_11566 x Rwanda,No
uniqueid_11567 x Rwanda,No
uniqueid_11568 x Rwanda,No
uniqueid_11569 x Rwanda,No
uniqueid_11570 x Rwanda,No
uniqueid_11571 x Rwanda,No
uniqueid_11572 x Rwanda,No
uniqueid_11573 x Rwanda,No
uniqueid_11574 x Rwanda,No
uniqueid_11575 x Rwanda,No
uniqueid_11576 x Rwanda,No
uniqueid_11577 x Rwanda,No
uniqueid_11578 x Rwanda,No
uniqueid_11579 x Rwanda,No
uniqueid_11580 x Rwanda,No
uniqueid_11581 x Rwanda,No
uniqueid_11582 x Rwanda,No
uniqueid_11583 x Rwanda,No
uniqueid_11584 x Rwanda,No
uniqueid_11585 x Rwanda,No
uniqueid_11586 x Rwanda,No
uniqueid_11587 x Rwanda,No
uniqueid_11588 x Rwanda,No
uniqueid_11589 x Rwanda,No
uniqueid_11590 x Rwanda,No
uniqueid_11591 x Rwanda,No
uniqueid_11592 x Rwanda,No
uniqueid_11593 x Rwanda,Yes
uniqueid_11594 x Rwanda,No
uniqueid_11595 x Rwanda,No
uniqueid_11596 x Rwanda,No
uniqueid_11597 x Rwanda,No
uniqueid_11598 x Rwanda,No
uniqueid_11599 x Rwanda,No
uniqueid_11600 x Rwanda,No
uniqueid_11601 x Rwanda,No
uniqueid_11602 x Rwanda,No
uniqueid_11603 x Rwanda,No
uniqueid_11604 x Rwanda,No
uniqueid_11605 x Rwanda,No
uniqueid_11606 x Rwanda,No
uniqueid_11607 x Rwanda,No
uniqueid_11608 x Rwanda,No
uniqueid_11609 x Rwanda,No
uniqueid_11610 x Rwanda,No
uniqueid_11611 x Rwanda,No
uniqueid_11612 x Rwanda,No
uniqueid_11613 x Rwanda,No
uniqueid_11614 x Rwanda,No
uniqueid_11615 x Rwanda,No
uniqueid_11616 x Rwanda,No
uniqueid_11617 x Rwanda,No
uniqueid_11618 x Rwanda,No
uniqueid_11619 x Rwanda,No
uniqueid_11620 x Rwanda,No
uniqueid_11621 x Rwanda,No
uniqueid_11622 x Rwanda,No
uniqueid_11623 x Rwanda,No
uniqueid_11624 x Rwanda,No
uniqueid_11625 x Rwanda,No
uniqueid_11626 x Rwanda,No
uniqueid_11627 x Rwanda,No
uniqueid_11628 x Rwanda,No
uniqueid_11629 x Rwanda,No
uniqueid_11630 x Rwanda,No
uniqueid_11631 x Rwanda,No
uniqueid_11632 x Rwanda,No
uniqueid_11633 x Rwanda,No
uniqueid_11634 x Rwanda,No
uniqueid_11635 x Rwanda,No
uniqueid_11636 x Rwanda,No
uniqueid_11637 x Rwanda,No
uniqueid_11638 x Rwanda,Yes
uniqueid_11639 x Rwanda,No
uniqueid_11640 x Rwanda,No
uniqueid_11641 x Rwanda,No
uniqueid_11642 x Rwanda,No
uniqueid_11643 x Rwanda,No
uniqueid_11644 x Rwanda,No
uniqueid_11645 x Rwanda,No
uniqueid_11646 x Rwanda,No
uniqueid_11647 x Rwanda,No
uniqueid_11648 x Rwanda,No
uniqueid_11649 x Rwanda,No
uniqueid_11650 x Rwanda,No
uniqueid_11651 x Rwanda,No
uniqueid_11652 x Rwanda,No
uniqueid_11653 x Rwanda,No
uniqueid_11654 x Rwanda,No
uniqueid_11655 x Rwanda,No
uniqueid_11656 x Rwanda,No
uniqueid_11657 x Rwanda,No
uniqueid_11658 x Rwanda,No
uniqueid_11659 x Rwanda,No
uniqueid_11660 x Rwanda,No
uniqueid_11661 x Rwanda,No
uniqueid_11662 x Rwanda,No
uniqueid_11663 x Rwanda,No
uniqueid_11664 x Rwanda,No
uniqueid_11665 x Rwanda,No
uniqueid_11666 x Rwanda,No
uniqueid_11667 x Rwanda,No
uniqueid_11668 x Rwanda,No
uniqueid_11669 x Rwanda,No
uniqueid_11670 x Rwanda,No
uniqueid_11671 x Rwanda,No
uniqueid_11672 x Rwanda,Yes
uniqueid_11673 x Rwanda,No
uniqueid_11674 x Rwanda,No
uniqueid_11675 x Rwanda,No
uniqueid_11676 x Rwanda,No
uniqueid_11677 x Rwanda,No
uniqueid_11678 x Rwanda,No
uniqueid_11679 x Rwanda,No
uniqueid_11680 x Rwanda,No
uniqueid_11681 x Rwanda,No
uniqueid_11682 x Rwanda,No
uniqueid_11683 x Rwanda,No
uniqueid_11684 x Rwanda,No
uniqueid_11685 x Rwanda,No
uniqueid_11686 x Rwanda,No
uniqueid_11687 x Rwanda,Yes
uniqueid_11688 x Rwanda,No
uniqueid_11689 x Rwanda,No
uniqueid_11690 x Rwanda,No
uniqueid_11691 x Rwanda,No
uniqueid_11692 x Rwanda,No
uniqueid_11693 x Rwanda,No
uniqueid_11694 x Rwanda,No
uniqueid_11695 x Rwanda,Yes
uniqueid_11696 x Rwanda,No
uniqueid_11697 x Rwanda,No
uniqueid_11698 x Rwanda,No
uniqueid_11699 x Rwanda,No
uniqueid_11700 x Rwanda,No
uniqueid_11701 x Rwanda,No
uniqueid_11702 x Rwanda,No
uniqueid_11703 x Rwanda,No
uniqueid_11704 x Rwanda,No
uniqueid_11705 x Rwanda,No
uniqueid_11706 x Rwanda,No
uniqueid_11707 x Rwanda,No
uniqueid_11708 x Rwanda,No
uniqueid_11709 x Rwanda,No
uniqueid_11710 x Rwanda,No
uniqueid_11711 x Rwanda,No
uniqueid_11712 x Rwanda,No
uniqueid_11713 x Rwanda,No
uniqueid_11714 x Rwanda,No
uniqueid_11715 x Rwanda,No
uniqueid_11716 x Rwanda,No
uniqueid_11717 x Rwanda,No
uniqueid_11718 x Rwanda,No
uniqueid_11719 x Rwanda,No
uniqueid_11720 x Rwanda,No
uniqueid_11721 x Rwanda,No
uniqueid_11722 x Rwanda,No
uniqueid_11723 x Rwanda,Yes
uniqueid_11724 x Rwanda,No
uniqueid_11725 x Rwanda,No
uniqueid_11726 x Rwanda,No
uniqueid_11727 x Rwanda,No
uniqueid_11728 x Rwanda,No
uniqueid_11729 x Rwanda,No
uniqueid_11730 x Rwanda,No
uniqueid_11731 x Rwanda,No
uniqueid_11732 x Rwanda,No
uniqueid_11733 x Rwanda,No
uniqueid_11734 x Rwanda,No
uniqueid_11735 x Rwanda,No
