unique_id,y_predicted
uniqueid_5090-Rwanda,No
uniqueid_5091-Rwanda,No
uniqueid_5092-Rwanda,No
uniqueid_5093-Rwanda,No
uniqueid_5094-Rwanda,No
uniqueid_5095-Rwanda,No
uniqueid_5096-Rwanda,No
uniqueid_5097-Rwanda,No
uniqueid_5098-Rwanda,No
uniqueid_5099-Rwanda,No
uniqueid_5100-Rwanda,No
uniqueid_5101-Rwanda,No
uniqueid_5102-Rwanda,No
uniqueid_5103-Rwanda,No
uniqueid_5104-Rwanda,No
uniqueid_5105-Rwanda,No
uniqueid_5106-Rwanda,No
uniqueid_5107-Rwanda,No
uniqueid_5108-Rwanda,No
uniqueid_5109-Rwanda,No
uniqueid_5110-Rwanda,No
uniqueid_5111-Rwanda,No
uniqueid_5112-Rwanda,No
uniqueid_5113-Rwanda,No
uniqueid_5114-Rwanda,No
uniqueid_5115-Rwanda,Yes
uniqueid_5116-Rwanda,No
uniqueid_5117-Rwanda,No
uniqueid_5118-Rwanda,No
uniqueid_5119-Rwanda,No
uniqueid_5120-Rwanda,No
uniqueid_5121-Rwanda,No
uniqueid_5122-Rwanda,No
uniqueid_5123-Rwanda,No
uniqueid_5124-Rwanda,No
uniqueid_5125-Rwanda,No
uniqueid_5126-Rwanda,No
uniqueid_5127-Rwanda,No
uniqueid_5128-Rwanda,No
uniqueid_5129-Rwanda,No
uniqueid_5130-Rwanda,No
uniqueid_5131-Rwanda,No
uniqueid_5132-Rwanda,No
uniqueid_5133-Rwanda,No
uniqueid_5134-Rwanda,No
uniqueid_5135-Rwanda,No
uniqueid_5136-Rwanda,No
uniqueid_5137-Rwanda,No
uniqueid_5138-Rwanda,No
uniqueid_5139-Rwanda,No
uniqueid_5140-Rwanda,No
uniqueid_5141-Rwanda,No
uniqueid_5142-Rwanda,No
uniqueid_5143-Rwanda,No
uniqueid_5144-Rwanda,No
uniqueid_5145-Rwanda,No
uniqueid_5146-Rwanda,No
uniqueid_5147-Rwanda,No
uniqueid_5148-Rwanda,No
uniqueid_5149-Rwanda,No
uniqueid_5150-Rwanda,No
uniqueid_5151-Rwanda,Yes
uniqueid_5152-Rwanda,No
uniqueid_5153-Rwanda,No
uniqueid_5154-Rwanda,No
uniqueid_5155-Rwanda,No
uniqueid_5156-Rwanda,No
uniqueid_5157-Rwanda,No
uniqueid_5158-Rwanda,No
uniqueid_5159-Rwanda,No
uniqueid_5160-Rwanda,No
uniqueid_5161-Rwanda,No
uniqueid_5162-Rwanda,No
uniqueid_5163-Rwanda,No
uniqueid_5164-Rwanda,No
uniqueid_5165-Rwanda,No
uniqueid_5166-Rwanda,No
uniqueid_5167-Rwanda,No
uniqueid_5168-Rwanda,No
uniqueid_5169-Rwanda,No
uniqueid_5170-Rwanda,No
uniqueid_5171-Rwanda,No
uniqueid_5172-Rwanda,No
uniqueid_5173-Rwanda,No
uniqueid_5174-Rwanda,No
uniqueid_5175-Rwanda,No
uniqueid_5176-Rwanda,No
uniqueid_5177-Rwanda,No
uniqueid_5178-Rwanda,No
uniqueid_5179-Rwanda,No
uniqueid_5180-Rwanda,No
uniqueid_5181-Rwanda,No
uniqueid_5182-Rwanda,No
uniqueid_5183-Rwanda,No
uniqueid_5184-Rwanda,No
uniqueid_5185-Rwanda,No
uniqueid_5186-Rwanda,No
uniqueid_5187-Rwanda,No
uniqueid_5188-Rwanda,No
uniqueid_5189-Rwanda,No
uniqueid_5190-Rwanda,No
uniqueid_5191-Rwanda,No
uniqueid_5192-Rwanda,No
uniqueid_5193-Rwanda,No
uniqueid_5194-Rwanda,No
uniqueid_5195-Rwanda,No
uniqueid_5196-Rwanda,No
uniqueid_5197-Rwanda,No
uniqueid_5198-Rwanda,No
uniqueid_5199-Rwanda,No
uniqueid_5200-Rwanda,No
uniqueid_5201-Rwanda,No
uniqueid_5202-Rwanda,No
uniqueid_5203-Rwanda,No
uniqueid_5204-Rwanda,No
uniqueid_5205-Rwanda,No
uniqueid_5206-Rwanda,No
uniqueid_5207-Rwanda,No
uniqueid_5208-Rwanda,No
uniqueid_5209-Rwanda,No
uniqueid_5210-Rwanda,No
uniqueid_5211-Rwanda,No
uniqueid_5212-Rwanda,No
uniqueid_5213-Rwanda,No
uniqueid_5214-Rwanda,No
uniqueid_5215-Rwanda,No
uniqueid_5216-Rwanda,No
uniqueid_5217-Rwanda,No
uniqueid_5218-Rwanda,No
uniqueid_5219-Rwanda,No
uniqueid_5220-Rwanda,No
uniqueid_5221-Rwanda,No
uniqueid_5222-Rwanda,No
uniqueid_5223-Rwanda,No
uniqueid_5224-Rwanda,No
uniqueid_5225-Rwanda,No
uniqueid_5226-Rwanda,No
uniqueid_5227-Rwanda,No
uniqueid_5228-Rwanda,No
uniqueid_5229-Rwanda,No
uniqueid_5230-Rwanda,No
uniqueid_5231-Rwanda,No
uniqueid_5232-Rwanda,No
uniqueid_5233-Rwanda,No
uniqueid_5234-Rwanda,No
uniqueid_5235-Rwanda,No
uniqueid_5236-Rwanda,No
uniqueid_5237-Rwanda,No
uniqueid_5238-Rwanda,No
uniqueid_5239-Rwanda,No
uniqueid_5240-Rwanda,No
uniqueid_5241-Rwanda,No
uniqueid_5242-Rwanda,No
uniqueid_5243-Rwanda,Yes
uniqueid_5244-Rwanda,No
uniqueid_5245-Rwanda,No
uniqueid_5246-Rwanda,No
uniqueid_5247-Rwanda,No
uniqueid_5248-Rwanda,No
uniqueid_5249-Rwanda,No
uniqueid_5250-Rwanda,No
uniqueid_5251-Rwanda,No
uniqueid_5252-Rwanda,No
uniqueid_5253-Rwanda,No
uniqueid_5254-Rwanda,No
uniqueid_5255-Rwanda,No
uniqueid_5256-Rwanda,No
uniqueid_5257-Rwanda,No
uniqueid_5258-Rwanda,No
uniqueid_5259-Rwanda,No
uniqueid_5260-Rwanda,No
uniqueid_5261-Rwanda,No
uniqueid_5262-Rwanda,No
uniqueid_5263-Rwanda,No
uniqueid_5264-Rwanda,No
uniqueid_5265-Rwanda,No
uniqueid_5266-Rwanda,No
uniqueid_5267-Rwanda,No
uniqueid_5268-Rwanda,No
uniqueid_5269-Rwanda,No
uniqueid_5270-Rwanda,No
uniqueid_5271-Rwanda,No
uniqueid_5272-Rwanda,No
uniqueid_5273-Rwanda,No
uniqueid_5274-Rwanda,No
uniqueid_5275-Rwanda,No
uniqueid_5276-Rwanda,No
uniqueid_5277-Rwanda,No
uniqueid_5278-Rwanda,No
uniqueid_5279-Rwanda,No
uniqueid_5280-Rwanda,No
uniqueid_5281-Rwanda,No
uniqueid_5282-Rwanda,No
uniqueid_5283-Rwanda,No
uniqueid_5284-Rwanda,No
uniqueid_5285-Rwanda,No
uniqueid_5286-Rwanda,Yes
uniqueid_5287-Rwanda,No
uniqueid_5288-Rwanda,No
uniqueid_5289-Rwanda,No
uniqueid_5290-Rwanda,No
uniqueid_5291-Rwanda,No
uniqueid_5292-Rwanda,No
uniqueid_5293-Rwanda,No
uniqueid_5294-Rwanda,No
uniqueid_5295-Rwanda,No
uniqueid_5296-Rwanda,No
uniqueid_5297-Rwanda,No
uniqueid_5298-Rwanda,No
uniqueid_5299-Rwanda,No
uniqueid_5300-Rwanda,No
uniqueid_5301-Rwanda,No
uniqueid_5302-Rwanda,No
uniqueid_5303-Rwanda,No
uniqueid_5304-Rwanda,No
uniqueid_5305-Rwanda,No
uniqueid_5306-Rwanda,No
uniqueid_5307-Rwanda,No
uniqueid_5308-Rwanda,No
uniqueid_5309-Rwanda,No
uniqueid_5310-Rwanda,Yes
uniqueid_5311-Rwanda,No
uniqueid_5312-Rwanda,No
uniqueid_5313-Rwanda,No
uniqueid_5314-Rwanda,No
uniqueid_5315-Rwanda,No
uniqueid_5316-Rwanda,No
uniqueid_5317-Rwanda,No
uniqueid_5318-Rwanda,No
uniqueid_5319-Rwanda,No
uniqueid_5320-Rwanda,No
uniqueid_5321-Rwanda,No
uniqueid_5322-Rwanda,No
uniqueid_5323-Rwanda,No
uniqueid_5324-Rwanda,No
uniqueid_5325-Rwanda,No
uniqueid_5326-Rwanda,No
uniqueid_5327-Rwanda,No
uniqueid_5328-Rwanda,Yes
uniqueid_5329-Rwanda,No
uniqueid_5330-Rwanda,No
uniqueid_5331-Rwanda,No
uniqueid_5332-Rwanda,Yes
uniqueid_5333-Rwanda,No
uniqueid_5334-Rwanda,No
uniqueid_5335-Rwanda,No
uniqueid_5336-Rwanda,No
uniqueid_5337-Rwanda,No
uniqueid_5338-Rwanda,Yes
uniqueid_5339-Rwanda,No
uniqueid_5340-Rwanda,No
uniqueid_5341-Rwanda,No
uniqueid_5342-Rwanda,No
uniqueid_5343-Rwanda,No
uniqueid_5344-Rwanda,No
uniqueid_5345-Rwanda,No
uniqueid_5346-Rwanda,No
uniqueid_5347-Rwanda,No
uniqueid_5348-Rwanda,No
uniqueid_5349-Rwanda,No
uniqueid_5350-Rwanda,Yes
uniqueid_5351-Rwanda,No
uniqueid_5352-Rwanda,No
uniqueid_5353-Rwanda,No
uniqueid_5354-Rwanda,No
uniqueid_5355-Rwanda,No
uniqueid_5356-Rwanda,No
uniqueid_5357-Rwanda,No
uniqueid_5358-Rwanda,Yes
uniqueid_5359-Rwanda,No
uniqueid_5360-Rwanda,No
uniqueid_5361-Rwanda,No
uniqueid_5362-Rwanda,No
uniqueid_5363-Rwanda,No
uniqueid_5364-Rwanda,No
uniqueid_5365-Rwanda,No
uniqueid_5366-Rwanda,No
uniqueid_5367-Rwanda,No
uniqueid_5368-Rwanda,No
uniqueid_5369-Rwanda,No
uniqueid_5370-Rwanda,No
uniqueid_5371-Rwanda,No
uniqueid_5372-Rwanda,No
uniqueid_5373-Rwanda,No
uniqueid_5374-Rwanda,No
uniqueid_5375-Rwanda,No
uniqueid_5376-Rwanda,No
uniqueid_5377-Rwanda,No
uniqueid_5378-Rwanda,No
uniqueid_5379-Rwanda,No
uniqueid_5380-Rwanda,No
uniqueid_5381-Rwanda,No
uniqueid_5382-Rwanda,No
uniqueid_5383-Rwanda,No
uniqueid_5384-Rwanda,Yes
uniqueid_5385-Rwanda,No
uniqueid_5386-Rwanda,No
uniqueid_5387-Rwanda,No
uniqueid_5388-Rwanda,No
uniqueid_5389-Rwanda,No
uniqueid_5390-Rwanda,No
uniqueid_5391-Rwanda,No
uniqueid_5392-Rwanda,No
uniqueid_5393-Rwanda,No
uniqueid_5394-Rwanda,No
uniqueid_5395-Rwanda,No
uniqueid_5396-Rwanda,No
uniqueid_5397-Rwanda,No
uniqueid_5398-Rwanda,No
uniqueid_5399-Rwanda,No
uniqueid_5400-Rwanda,No
uniqueid_5401-Rwanda,No
uniqueid_5402-Rwanda,No
uniqueid_5403-Rwanda,No
uniqueid_5404-Rwanda,No
uniqueid_5405-Rwanda,No
uniqueid_5406-Rwanda,No
uniqueid_5407-Rwanda,No
uniqueid_5408-Rwanda,No
uniqueid_5409-Rwanda,No
uniqueid_5410-Rwanda,No
uniqueid_5411-Rwanda,No
uniqueid_5412-Rwanda,No
uniqueid_5413-Rwanda,No
uniqueid_5414-Rwanda,No
uniqueid_5415-Rwanda,No
uniqueid_5416-Rwanda,No
uniqueid_5417-Rwanda,No
uniqueid_5418-Rwanda,No
uniqueid_5419-Rwanda,No
uniqueid_5420-Rwanda,No
uniqueid_5421-Rwanda,No
uniqueid_5422-Rwanda,No
uniqueid_5423-Rwanda,No
uniqueid_5424-Rwanda,No
uniqueid_5425-Rwanda,No
uniqueid_5426-Rwanda,No
uniqueid_5427-Rwanda,No
uniqueid_5428-Rwanda,No
uniqueid_5429-Rwanda,No
uniqueid_5430-Rwanda,No
uniqueid_5431-Rwanda,No
uniqueid_5432-Rwanda,Yes
uniqueid_5433-Rwanda,No
uniqueid_5434-Rwanda,No
uniqueid_5435-Rwanda,No
uniqueid_5436-Rwanda,No
uniqueid_5437-Rwanda,No
uniqueid_5438-Rwanda,No
uniqueid_5439-Rwanda,No
uniqueid_5440-Rwanda,No
uniqueid_5441-Rwanda,No
uniqueid_5442-Rwanda,No
uniqueid_5443-Rwanda,No
uniqueid_5444-Rwanda,No
uniqueid_5445-Rwanda,No
uniqueid_5446-Rwanda,No
uniqueid_5447-Rwanda,No
uniqueid_5448-Rwanda,No
uniqueid_5449-Rwanda,No
uniqueid_5450-Rwanda,No
uniqueid_5451-Rwanda,No
uniqueid_5452-Rwanda,No
uniqueid_5453-Rwanda,No
uniqueid_5454-Rwanda,No
uniqueid_5455-Rwanda,No
uniqueid_5456-Rwanda,No
uniqueid_5457-Rwanda,No
uniqueid_5458-Rwanda,No
uniqueid_5459-Rwanda,No
uniqueid_5460-Rwanda,No
uniqueid_5461-Rwanda,No
uniqueid_5462-Rwanda,No
uniqueid_5463-Rwanda,No
uniqueid_5464-Rwanda,No
uniqueid_5465-Rwanda,No
uniqueid_5466-Rwanda,No
uniqueid_5467-Rwanda,No
uniqueid_5468-Rwanda,No
uniqueid_5469-Rwanda,No
uniqueid_5470-Rwanda,No
uniqueid_5471-Rwanda,No
uniqueid_5472-Rwanda,No
uniqueid_5473-Rwanda,Yes
uniqueid_5474-Rwanda,No
uniqueid_5475-Rwanda,No
uniqueid_5476-Rwanda,No
uniqueid_5477-Rwanda,No
uniqueid_5478-Rwanda,No
uniqueid_5479-Rwanda,No
uniqueid_5480-Rwanda,Yes
uniqueid_5481-Rwanda,No
uniqueid_5482-Rwanda,No
uniqueid_5483-Rwanda,No
uniqueid_5484-Rwanda,No
uniqueid_5485-Rwanda,No
uniqueid_5486-Rwanda,No
uniqueid_5487-Rwanda,No
uniqueid_5488-Rwanda,No
uniqueid_5489-Rwanda,No
uniqueid_5490-Rwanda,No
uniqueid_5491-Rwanda,No
uniqueid_5492-Rwanda,No
uniqueid_5493-Rwanda,No
uniqueid_5494-Rwanda,No
uniqueid_5495-Rwanda,No
uniqueid_5496-Rwanda,No
uniqueid_5497-Rwanda,No
uniqueid_5498-Rwanda,No
uniqueid_5499-Rwanda,Yes
uniqueid_5500-Rwanda,No
uniqueid_5501-Rwanda,No
uniqueid_5502-Rwanda,No
uniqueid_5503-Rwanda,No
uniqueid_5504-Rwanda,No
uniqueid_5505-Rwanda,No
uniqueid_5506-Rwanda,No
uniqueid_5507-Rwanda,No
uniqueid_5508-Rwanda,No
uniqueid_5509-Rwanda,No
uniqueid_5510-Rwanda,No
uniqueid_5511-Rwanda,Yes
uniqueid_5512-Rwanda,No
uniqueid_5513-Rwanda,No
uniqueid_5514-Rwanda,No
uniqueid_5515-Rwanda,No
uniqueid_5516-Rwanda,No
uniqueid_5517-Rwanda,No
uniqueid_5518-Rwanda,No
uniqueid_5519-Rwanda,No
uniqueid_5520-Rwanda,No
uniqueid_5521-Rwanda,No
uniqueid_5522-Rwanda,No
uniqueid_5523-Rwanda,No
uniqueid_5524-Rwanda,No
uniqueid_5525-Rwanda,No
uniqueid_5526-Rwanda,No
uniqueid_5527-Rwanda,No
uniqueid_5528-Rwanda,No
uniqueid_5529-Rwanda,No
uniqueid_5530-Rwanda,Yes
uniqueid_5531-Rwanda,No
uniqueid_5532-Rwanda,No
uniqueid_5533-Rwanda,No
uniqueid_5534-Rwanda,No
uniqueid_5535-Rwanda,No
uniqueid_5536-Rwanda,No
uniqueid_5537-Rwanda,No
uniqueid_5538-Rwanda,No
uniqueid_5539-Rwanda,No
uniqueid_5540-Rwanda,No
uniqueid_5541-Rwanda,No
uniqueid_5542-Rwanda,No
uniqueid_5543-Rwanda,Yes
uniqueid_5544-Rwanda,No
uniqueid_5545-Rwanda,No
uniqueid_5546-Rwanda,No
uniqueid_5547-Rwanda,No
uniqueid_5548-Rwanda,No
uniqueid_5549-Rwanda,No
uniqueid_5550-Rwanda,No
uniqueid_5551-Rwanda,No
uniqueid_5552-Rwanda,No
uniqueid_5553-Rwanda,No
uniqueid_5554-Rwanda,No
uniqueid_5555-Rwanda,No
uniqueid_5556-Rwanda,No
uniqueid_5557-Rwanda,No
uniqueid_5558-Rwanda,No
uniqueid_5559-Rwanda,No
uniqueid_5560-Rwanda,No
uniqueid_5561-Rwanda,No
uniqueid_5562-Rwanda,No
uniqueid_5563-Rwanda,No
uniqueid_5564-Rwanda,No
uniqueid_5565-Rwanda,No
uniqueid_5566-Rwanda,No
uniqueid_5567-Rwanda,No
uniqueid_5568-Rwanda,No
uniqueid_5569-Rwanda,No
uniqueid_5570-Rwanda,No
uniqueid_5571-Rwanda,No
uniqueid_5572-Rwanda,No
uniqueid_5573-Rwanda,No
uniqueid_5574-Rwanda,No
uniqueid_5575-Rwanda,No
uniqueid_5576-Rwanda,No
uniqueid_5577-Rwanda,No
uniqueid_5578-Rwanda,No
uniqueid_5579-Rwanda,No
uniqueid_5580-Rwanda,No
uniqueid_5581-Rwanda,No
uniqueid_5582-Rwanda,No
uniqueid_5583-Rwanda,No
uniqueid_5584-Rwanda,No
uniqueid_5585-Rwanda,No
uniqueid_5586-Rwanda,No
uniqueid_5587-Rwanda,No
uniqueid_5588-Rwanda,No
uniqueid_5589-Rwanda,No
uniqueid_5590-Rwanda,No
uniqueid_5591-Rwanda,No
uniqueid_5592-Rwanda,No
uniqueid_5593-Rwanda,No
uniqueid_5594-Rwanda,No
uniqueid_5595-Rwanda,No
uniqueid_5596-Rwanda,No
uniqueid_5597-Rwanda,No
uniqueid_5598-Rwanda,No
uniqueid_5599-Rwanda,No
uniqueid_5600-Rwanda,No
uniqueid_5601-Rwanda,No
uniqueid_5602-Rwanda,No
uniqueid_5603-Rwanda,No
uniqueid_5604-Rwanda,No
uniqueid_5605-Rwanda,No
uniqueid_5606-Rwanda,No
uniqueid_5607-Rwanda,No
uniqueid_5608-Rwanda,No
uniqueid_5609-Rwanda,No
uniqueid_5610-Rwanda,No
uniqueid_5611-Rwanda,No
uniqueid_5612-Rwanda,No
uniqueid_5613-Rwanda,No
uniqueid_5614-Rwanda,No
uniqueid_5615-Rwanda,No
uniqueid_5616-Rwanda,No
uniqueid_5617-Rwanda,No
uniqueid_5618-Rwanda,No
uniqueid_5619-Rwanda,No
uniqueid_5620-Rwanda,No
uniqueid_5621-Rwanda,No
uniqueid_5622-Rwanda,No
uniqueid_5623-Rwanda,No
uniqueid_5624-Rwanda,No
uniqueid_5625-Rwanda,No
uniqueid_5626-Rwanda,No
uniqueid_5627-Rwanda,No
uniqueid_5628-Rwanda,No
uniqueid_5629-Rwanda,No
uniqueid_5630-Rwanda,No
uniqueid_5631-Rwanda,No
uniqueid_5632-Rwanda,Yes
uniqueid_5633-Rwanda,No
uniqueid_5634-Rwanda,No
uniqueid_5635-Rwanda,No
uniqueid_5636-Rwanda,No
uniqueid_5637-Rwanda,Yes
uniqueid_5638-Rwanda,No
uniqueid_5639-Rwanda,No
uniqueid_5640-Rwanda,No
uniqueid_5641-Rwanda,No
uniqueid_5642-Rwanda,No
uniqueid_5643-Rwanda,No
uniqueid_5644-Rwanda,No
uniqueid_5645-Rwanda,No
uniqueid_5646-Rwanda,Yes
uniqueid_5647-Rwanda,No
uniqueid_5648-Rwanda,No
uniqueid_5649-Rwanda,No
uniqueid_5650-Rwanda,No
uniqueid_5651-Rwanda,No
uniqueid_5652-Rwanda,No
uniqueid_5653-Rwanda,Yes
uniqueid_5654-Rwanda,No
uniqueid_5655-Rwanda,No
uniqueid_5656-Rwanda,No
uniqueid_5657-Rwanda,No
uniqueid_5658-Rwanda,No
uniqueid_5659-Rwanda,No
uniqueid_5660-Rwanda,No
uniqueid_5661-Rwanda,No
uniqueid_5662-Rwanda,Yes
uniqueid_5663-Rwanda,No
uniqueid_5664-Rwanda,No
uniqueid_5665-Rwanda,No
uniqueid_5666-Rwanda,No
uniqueid_5667-Rwanda,No
uniqueid_5668-Rwanda,No
uniqueid_5669-Rwanda,No
uniqueid_5670-Rwanda,No
uniqueid_5671-Rwanda,No
uniqueid_5672-Rwanda,No
uniqueid_5673-Rwanda,No
uniqueid_5674-Rwanda,No
uniqueid_5675-Rwanda,No
uniqueid_5676-Rwanda,No
uniqueid_5677-Rwanda,No
uniqueid_5678-Rwanda,No
uniqueid_5679-Rwanda,No
uniqueid_5680-Rwanda,No
uniqueid_5681-Rwanda,No
uniqueid_5682-Rwanda,No
uniqueid_5683-Rwanda,No
uniqueid_5684-Rwanda,No
uniqueid_5685-Rwanda,No
uniqueid_5686-Rwanda,No
uniqueid_5687-Rwanda,No
uniqueid_5688-Rwanda,No
uniqueid_5689-Rwanda,No
uniqueid_5690-Rwanda,No
uniqueid_5691-Rwanda,Yes
uniqueid_5692-Rwanda,No
uniqueid_5693-Rwanda,No
uniqueid_5694-Rwanda,No
uniqueid_5695-Rwanda,No
uniqueid_5696-Rwanda,No
uniqueid_5697-Rwanda,No
uniqueid_5698-Rwanda,No
uniqueid_5699-Rwanda,No
uniqueid_5700-Rwanda,No
uniqueid_5701-Rwanda,No
uniqueid_5702-Rwanda,No
uniqueid_5703-Rwanda,No
uniqueid_5704-Rwanda,No
uniqueid_5705-Rwanda,No
uniqueid_5706-Rwanda,No
uniqueid_5707-Rwanda,No
uniqueid_5708-Rwanda,No
uniqueid_5709-Rwanda,No
uniqueid_5710-Rwanda,No
uniqueid_5711-Rwanda,No
uniqueid_5712-Rwanda,No
uniqueid_5713-Rwanda,No
uniqueid_5714-Rwanda,No
uniqueid_5715-Rwanda,No
uniqueid_5716-Rwanda,No
uniqueid_5717-Rwanda,No
uniqueid_5718-Rwanda,No
uniqueid_5719-Rwanda,No
uniqueid_5720-Rwanda,No
uniqueid_5721-Rwanda,No
uniqueid_5722-Rwanda,No
uniqueid_5723-Rwanda,No
uniqueid_5724-Rwanda,No
uniqueid_5725-Rwanda,No
uniqueid_5726-Rwanda,No
uniqueid_5727-Rwanda,No
uniqueid_5728-Rwanda,No
uniqueid_5729-Rwanda,No
uniqueid_5730-Rwanda,No
uniqueid_5731-Rwanda,No
uniqueid_5732-Rwanda,No
uniqueid_5733-Rwanda,No
uniqueid_5734-Rwanda,No
uniqueid_5735-Rwanda,No
uniqueid_5736-Rwanda,No
uniqueid_5737-Rwanda,No
uniqueid_5738-Rwanda,No
uniqueid_5739-Rwanda,No
uniqueid_5740-Rwanda,No
uniqueid_5741-Rwanda,No
uniqueid_5742-Rwanda,No
uniqueid_5743-Rwanda,No
uniqueid_5744-Rwanda,No
uniqueid_5745-Rwanda,No
uniqueid_5746-Rwanda,No
uniqueid_5747-Rwanda,No
uniqueid_5748-Rwanda,No
uniqueid_5749-Rwanda,No
uniqueid_5750-Rwanda,No
uniqueid_5751-Rwanda,No
uniqueid_5752-Rwanda,No
uniqueid_5753-Rwanda,No
uniqueid_5754-Rwanda,No
uniqueid_5755-Rwanda,No
uniqueid_5756-Rwanda,No
uniqueid_5757-Rwanda,No
uniqueid_5758-Rwanda,No
uniqueid_5759-Rwanda,No
uniqueid_5760-Rwanda,No
uniqueid_5761-Rwanda,No
uniqueid_5762-Rwanda,No
uniqueid_5763-Rwanda,No
uniqueid_5764-Rwanda,No
uniqueid_5765-Rwanda,No
uniqueid_5766-Rwanda,No
uniqueid_5767-Rwanda,No
uniqueid_5768-Rwanda,No
uniqueid_5769-Rwanda,No
uniqueid_5770-Rwanda,No
uniqueid_5771-Rwanda,No
uniqueid_5772-Rwanda,No
uniqueid_5773-Rwanda,No
uniqueid_5774-Rwanda,No
uniqueid_5775-Rwanda,No
uniqueid_5776-Rwanda,No
uniqueid_5777-Rwanda,No
uniqueid_5778-Rwanda,No
uniqueid_5779-Rwanda,No
uniqueid_5780-Rwanda,No
uniqueid_5781-Rwanda,No
uniqueid_5782-Rwanda,No
uniqueid_5783-Rwanda,No
uniqueid_5784-Rwanda,No
uniqueid_5785-Rwanda,No
uniqueid_5786-Rwanda,No
uniqueid_5787-Rwanda,No
uniqueid_5788-Rwanda,No
uniqueid_5789-Rwanda,No
uniqueid_5790-Rwanda,Yes
uniqueid_5791-Rwanda,No
uniqueid_5792-Rwanda,No
uniqueid_5793-Rwanda,No
uniqueid_5794-Rwanda,No
uniqueid_5795-Rwanda,No
uniqueid_5796-Rwanda,No
uniqueid_5797-Rwanda,No
uniqueid_5798-Rwanda,No
uniqueid_5799-Rwanda,No
uniqueid_5800-Rwanda,No
uniqueid_5801-Rwanda,No
uniqueid_5802-Rwanda,No
uniqueid_5803-Rwanda,Yes
uniqueid_5804-Rwanda,No
uniqueid_5805-Rwanda,No
uniqueid_5806-Rwanda,No
uniqueid_5807-Rwanda,No
uniqueid_5808-Rwanda,No
uniqueid_5809-Rwanda,No
uniqueid_5810-Rwanda,No
uniqueid_5811-Rwanda,No
uniqueid_5812-Rwanda,No
uniqueid_5813-Rwanda,No
uniqueid_5814-Rwanda,No
uniqueid_5815-Rwanda,No
uniqueid_5816-Rwanda,No
uniqueid_5817-Rwanda,Yes
uniqueid_5818-Rwanda,No
uniqueid_5819-Rwanda,No
uniqueid_5820-Rwanda,No
uniqueid_5821-Rwanda,No
uniqueid_5822-Rwanda,No
uniqueid_5823-Rwanda,No
uniqueid_5824-Rwanda,No
uniqueid_5825-Rwanda,No
uniqueid_5826-Rwanda,No
uniqueid_5827-Rwanda,No
uniqueid_5828-Rwanda,No
uniqueid_5829-Rwanda,No
uniqueid_5830-Rwanda,No
uniqueid_5831-Rwanda,Yes
uniqueid_5832-Rwanda,No
uniqueid_5833-Rwanda,No
uniqueid_5834-Rwanda,No
uniqueid_5835-Rwanda,No
uniqueid_5836-Rwanda,No
uniqueid_5837-Rwanda,No
uniqueid_5838-Rwanda,No
uniqueid_5839-Rwanda,No
uniqueid_5840-Rwanda,No
uniqueid_5841-Rwanda,No
uniqueid_5842-Rwanda,No
uniqueid_5843-Rwanda,No
uniqueid_5844-Rwanda,Yes
uniqueid_5845-Rwanda,No
uniqueid_5846-Rwanda,No
uniqueid_5847-Rwanda,No
uniqueid_5848-Rwanda,No
uniqueid_5849-Rwanda,No
uniqueid_5850-Rwanda,No
uniqueid_5851-Rwanda,No
uniqueid_5852-Rwanda,No
uniqueid_5853-Rwanda,No
uniqueid_5854-Rwanda,No
uniqueid_5855-Rwanda,No
uniqueid_5856-Rwanda,No
uniqueid_5857-Rwanda,No
uniqueid_5858-Rwanda,No
uniqueid_5859-Rwanda,No
uniqueid_5860-Rwanda,No
uniqueid_5861-Rwanda,No
uniqueid_5862-Rwanda,No
uniqueid_5863-Rwanda,No
uniqueid_5864-Rwanda,No
uniqueid_5865-Rwanda,No
uniqueid_5866-Rwanda,No
uniqueid_5867-Rwanda,No
uniqueid_5868-Rwanda,No
uniqueid_5869-Rwanda,No
uniqueid_5870-Rwanda,No
uniqueid_5871-Rwanda,No
uniqueid_5872-Rwanda,No
uniqueid_5873-Rwanda,No
uniqueid_5874-Rwanda,No
uniqueid_5875-Rwanda,No
uniqueid_5876-Rwanda,No
uniqueid_5877-Rwanda,No
uniqueid_5878-Rwanda,No
uniqueid_5879-Rwanda,No
uniqueid_5880-Rwanda,No
uniqueid_5881-Rwanda,No
uniqueid_5882-Rwanda,No
uniqueid_5883-Rwanda,Yes
uniqueid_5884-Rwanda,No
uniqueid_5885-Rwanda,No
uniqueid_5886-Rwanda,No
uniqueid_5887-Rwanda,No
uniqueid_5888-Rwanda,No
uniqueid_5889-Rwanda,No
uniqueid_5890-Rwanda,No
uniqueid_5891-Rwanda,No
uniqueid_5892-Rwanda,No
uniqueid_5893-Rwanda,No
uniqueid_5894-Rwanda,No
uniqueid_5895-Rwanda,No
uniqueid_5896-Rwanda,No
uniqueid_5897-Rwanda,No
uniqueid_5898-Rwanda,No
uniqueid_5899-Rwanda,No
uniqueid_5900-Rwanda,No
uniqueid_5901-Rwanda,No
uniqueid_5902-Rwanda,No
uniqueid_5903-Rwanda,No
uniqueid_5904-Rwanda,No
uniqueid_5905-Rwanda,No
uniqueid_5906-Rwanda,No
uniqueid_5907-Rwanda,No
uniqueid_5908-Rwanda,No
